"Date","Price","Open","High","Low","Change %"
"10/01/2016","1.305","1.157","1.368","1.148","13.57%"
"09/01/2016","1.149","1.198","1.270","1.092","-3.78%"
"08/01/2016","1.194","1.035","1.241","0.996","16.86%"
"07/01/2016","1.022","0.997","1.181","0.900","2.08%"
"06/01/2016","1.001","1.373","1.390","0.894","-27.44%"
"05/01/2016","1.380","1.288","1.424","1.155","6.64%"
"04/01/2016","1.294","1.219","1.405","1.133","7.26%"
"03/01/2016","1.206","1.214","1.534","1.185","-0.88%"
"02/01/2016","1.217","1.344","1.385","0.976","-8.46%"
"01/01/2016","1.330","1.780","1.780","1.325","-24.38%"
"12/01/2015","1.758","1.653","1.829","1.553","6.80%"
"11/01/2015","1.646","1.517","1.779","1.512","8.19%"
"10/01/2015","1.522","1.364","1.558","1.213","12.26%"
"09/01/2015","1.355","1.546","1.617","1.354","-12.42%"
"08/01/2015","1.548","1.543","1.671","1.292","0.93%"
"07/01/2015","1.534","1.651","1.752","1.473","-6.56%"
"06/01/2015","1.641","1.490","1.811","1.471","10.50%"
"05/01/2015","1.485","1.443","1.673","1.440","3.85%"
"04/01/2015","1.430","1.383","1.507","1.239","4.26%"
"03/01/2015","1.372","1.512","1.711","1.340","-8.58%"
"02/01/2015","1.500","1.173","1.646","1.164","30.13%"
"01/01/2015","1.153","1.689","1.705","1.152","-30.23%"
"12/01/2014","1.653","1.495","1.791","1.433","10.67%"
"11/01/2014","1.493","1.596","1.701","1.479","-7.21%"
"10/01/2014","1.610","1.771","1.775","1.115","-8.71%"
"09/01/2014","1.763","1.638","1.879","1.628","8.39%"
"08/01/2014","1.627","1.758","1.789","1.495","-7.38%"
"07/01/2014","1.756","1.633","1.807","1.605","7.53%"
"06/01/2014","1.633","1.549","1.758","1.538","6.11%"
"05/01/2014","1.539","1.686","1.765","1.465","-8.24%"
"04/01/2014","1.677","1.728","1.811","1.546","-2.48%"
"03/01/2014","1.720","1.456","1.786","1.449","14.42%"
"02/01/2014","1.503","1.510","1.582","1.422","0.76%"
"01/01/2014","1.492","1.751","1.806","1.485","-14.64%"
"12/01/2013","1.748","1.375","1.759","1.372","27.40%"
"11/01/2013","1.372","1.333","1.461","1.270","3.44%"
"10/01/2013","1.326","1.386","1.473","1.250","-4.22%"
"09/01/2013","1.385","1.698","1.864","1.360","-15.86%"
"08/01/2013","1.646","1.383","1.727","1.337","18.70%"
"07/01/2013","1.386","1.403","1.634","1.275","-0.69%"
"06/01/2013","1.396","1.043","1.558","0.947","36.32%"
"05/01/2013","1.024","0.674","1.090","0.639","51.14%"
"04/01/2013","0.678","0.788","0.792","0.650","-11.90%"
"03/01/2013","0.769","0.763","0.921","0.724","0.40%"
"02/01/2013","0.766","0.873","0.920","0.741","-12.93%"
"01/01/2013","0.880","0.725","0.918","0.725","21.44%"
"12/01/2012","0.725","0.617","0.795","0.591","17.12%"
"11/01/2012","0.619","0.729","0.774","0.598","-14.24%"
"10/01/2012","0.721","0.617","0.833","0.601","15.41%"
"09/01/2012","0.625","0.592","0.741","0.587","6.22%"
"08/01/2012","0.588","0.581","0.839","0.581","0.44%"
"07/01/2012","0.586","0.729","0.732","0.536","-18.24%"
"06/01/2012","0.716","0.663","0.782","0.590","9.09%"
"05/01/2012","0.657","0.809","0.849","0.633","-19.18%"
"04/01/2012","0.813","1.068","1.120","0.784","-21.87%"
"03/01/2012","1.040","0.870","1.226","0.813","20.42%"
"02/01/2012","0.864","0.708","0.927","0.698","22.33%"
"01/01/2012","0.706","0.833","0.927","0.700","-15.27%"
"12/01/2011","0.833","0.959","1.020","0.796","-12.90%"
"11/01/2011","0.957","0.979","1.008","0.839","-0.98%"
"10/01/2011","0.966","0.961","1.221","0.843","1.18%"
"09/01/2011","0.955","0.957","1.013","0.762","-1.50%"
"08/01/2011","0.970","1.383","1.422","0.792","-28.23%"
"07/01/2011","1.351","1.767","1.844","1.344","-23.43%"
"06/01/2011","1.764","1.709","1.815","1.355","3.92%"
"05/01/2011","1.698","1.979","2.010","1.678","-13.91%"
"04/01/2011","1.972","2.282","2.353","1.964","-13.21%"
"03/01/2011","2.272","2.155","2.345","1.802","6.32%"
"02/01/2011","2.137","1.942","2.424","1.942","9.82%"
"01/01/2011","1.946","2.014","2.168","1.859","-3.09%"
"12/01/2010","2.008","1.473","2.188","1.464","36.97%"
"11/01/2010","1.466","1.197","1.587","1.016","25.41%"
"10/01/2010","1.169","1.279","1.341","1.071","-8.17%"
"09/01/2010","1.273","1.346","1.627","1.225","-4.36%"
"08/01/2010","1.331","1.613","1.645","1.278","-16.71%"
"07/01/2010","1.598","1.786","1.910","1.593","-10.12%"
"06/01/2010","1.778","2.118","2.211","1.747","-15.29%"
"05/01/2010","2.099","2.421","2.492","1.855","-13.19%"
"04/01/2010","2.418","2.567","2.757","2.385","-5.32%"
"03/01/2010","2.554","2.317","2.693","2.240","10.80%"
"02/01/2010","2.305","2.343","2.507","2.197","-0.86%"
"01/01/2010","2.325","2.713","2.746","2.297","-13.38%"
"12/01/2009","2.684","2.006","2.760","1.991","34.00%"
"11/01/2009","2.003","2.322","2.422","1.949","-13.21%"
"10/01/2009","2.308","2.325","2.514","2.121","-0.30%"
"09/01/2009","2.315","2.395","2.492","2.229","-3.02%"
"08/01/2009","2.387","2.545","2.871","2.354","-5.13%"
"07/01/2009","2.516","2.548","2.746","2.168","-1.72%"
"06/01/2009","2.560","2.367","2.993","2.357","9.31%"
"05/01/2009","2.342","2.010","2.540","1.936","16.29%"
"04/01/2009","2.014","1.668","2.080","1.641","20.74%"
"03/01/2009","1.668","1.992","2.049","1.500","-16.22%"
"02/01/2009","1.991","1.883","2.120","1.646","5.74%"
"01/01/2009","1.883","1.567","1.915","1.316","20.78%"
"12/01/2008","1.559","1.919","1.980","1.190","-18.76%"
"11/01/2008","1.919","2.806","2.840","1.872","-31.76%"
"10/01/2008","2.812","2.907","3.082","2.334","-5.92%"
"09/01/2008","2.989","3.096","3.226","2.351","-3.39%"
"08/01/2008","3.094","3.249","3.380","2.981","-4.65%"
"07/01/2008","3.245","3.327","3.573","3.004","-2.76%"
"06/01/2008","3.337","3.420","3.765","3.144","-2.71%"
"05/01/2008","3.430","3.025","3.513","2.912","13.65%"
"04/01/2008","3.018","2.465","3.255","2.440","23.28%"
"03/01/2008","2.448","2.492","2.672","2.166","-1.05%"
"02/01/2008","2.474","2.784","3.027","2.472","-10.52%"
"01/01/2008","2.765","3.452","3.505","2.398","-19.97%"
"12/01/2007","3.455","3.402","3.726","3.206","1.71%"
"11/01/2007","3.397","4.176","4.213","3.177","-18.65%"
"10/01/2007","4.176","4.176","4.176","4.176","-1.86%"
"09/01/2007","4.255","4.255","4.255","4.255","0.00%"
"08/01/2007","4.255","4.255","4.255","4.255","-6.65%"
"07/01/2007","4.558","4.558","4.558","4.558","-7.49%"
"06/01/2007","4.927","4.927","4.927","4.927","1.44%"
"05/01/2007","4.857","4.857","4.857","4.857","7.55%"
"04/01/2007","4.516","4.516","4.516","4.516","-0.55%"
"03/01/2007","4.541","4.541","4.541","4.541","0.24%"
"02/01/2007","4.530","4.530","4.530","4.530","-5.80%"
"01/01/2007","4.809","4.809","4.809","4.809","2.45%"
"12/01/2006","4.694","4.694","4.694","4.694","5.55%"
"11/01/2006","4.447","4.447","4.447","4.447","-2.63%"
"10/01/2006","4.567","4.567","4.567","4.567","-0.39%"
"09/01/2006","4.585","4.585","4.585","4.585","-2.36%"
"08/01/2006","4.696","4.696","4.696","4.696","-4.30%"
"07/01/2006","4.907","4.907","4.907","4.907","-3.82%"
"06/01/2006","5.102","5.102","5.102","5.102","1.31%"
"05/01/2006","5.036","5.036","5.036","5.036","2.52%"
"04/01/2006","4.912","4.912","4.912","4.912","1.99%"
"03/01/2006","4.816","4.816","4.816","4.816","4.60%"
"02/01/2006","4.604","4.604","4.604","4.604","3.21%"
"01/01/2006","4.461","4.461","4.461","4.461","2.43%"
"12/01/2005","4.355","4.355","4.355","4.355","-1.69%"
"11/01/2005","4.430","4.430","4.430","4.430","-0.34%"
"10/01/2005","4.445","4.445","4.445","4.445","5.93%"
"09/01/2005","4.196","4.196","4.196","4.196","8.65%"
"08/01/2005","3.862","3.862","3.862","3.862","-6.53%"
"07/01/2005","4.132","4.132","4.132","4.132","11.59%"
"06/01/2005","3.703","3.703","3.703","3.703","-0.91%"
"05/01/2005","3.737","3.737","3.737","3.737","-4.23%"
"04/01/2005","3.902","3.902","3.902","3.902","-6.47%"
"03/01/2005","4.172","4.172","4.172","4.172","3.91%"
"02/01/2005","4.015","4.015","4.015","4.015","8.51%"
"01/01/2005","3.700","3.700","3.700","3.700","2.61%"
"12/01/2004","3.606","3.606","3.606","3.606","-2.17%"
"11/01/2004","3.686","3.686","3.686","3.686","12.38%"
"10/01/2004","3.280","3.280","3.280","3.280","-1.23%"
"09/01/2004","3.321","3.321","3.321","3.321","-0.12%"
"08/01/2004","3.325","3.325","3.325","3.325","-9.87%"
"07/01/2004","3.689","3.689","3.689","3.689","-2.10%"
"06/01/2004","3.768","3.768","3.768","3.768","1.45%"
"05/01/2004","3.714","3.714","3.714","3.714","3.20%"
"04/01/2004","3.599","3.599","3.599","3.599","29.55%"
"03/01/2004","2.778","2.778","2.778","2.778","-5.51%"
"02/01/2004","2.940","2.940","2.940","2.940","-6.34%"
"01/01/2004","3.139","3.139","3.139","3.139","-2.30%"
"12/01/2003","3.213","3.213","3.213","3.213","-1.26%"
"11/01/2003","3.254","3.254","3.254","3.254","0.90%"
"10/01/2003","3.225","3.225","3.225","3.225","14.36%"
"09/01/2003","2.820","2.820","2.820","2.820","-18.59%"
"08/01/2003","3.464","3.464","3.464","3.464","7.81%"
"07/01/2003","3.213","3.213","3.213","3.213","33.15%"
"06/01/2003","2.413","2.413","2.413","2.413","5.37%"
"05/01/2003","2.290","2.290","2.290","2.290","-16.73%"
"04/01/2003","2.750","2.750","2.750","2.750","1.63%"
"03/01/2003","2.706","2.706","2.706","2.706","1.54%"
"02/01/2003","2.665","2.665","2.665","2.665","-9.23%"
"01/01/2003","2.936","2.936","2.936","2.936","7.59%"
"12/01/2002","2.729","2.729","2.729","2.729","-16.31%"
"11/01/2002","3.261","3.261","3.261","3.261","16.01%"
"10/01/2002","2.811","2.811","2.811","2.811","9.63%"
"09/01/2002","2.564","2.564","2.564","2.564","-19.57%"
"08/01/2002","3.188","3.188","3.188","3.188","-8.42%"
"07/01/2002","3.481","3.481","3.481","3.481","-13.86%"
"06/01/2002","4.041","4.041","4.041","4.041","-7.25%"
"05/01/2002","4.357","4.357","4.357","4.357","-1.69%"
"04/01/2002","4.432","4.432","4.432","4.432","-8.01%"
"03/01/2002","4.818","4.818","4.818","4.818","14.69%"
"02/01/2002","4.201","4.201","4.201","4.201","-3.96%"
"01/01/2002","4.374","4.374","4.374","4.374","0.85%"
"12/01/2001","4.337","4.337","4.337","4.337","6.80%"
"11/01/2001","4.061","4.061","4.061","4.061","16.93%"
"10/01/2001","3.473","3.473","3.473","3.473","-8.75%"
"09/01/2001","3.806","3.806","3.806","3.806","-13.09%"
"08/01/2001","4.379","4.379","4.379","4.379","-3.23%"
"07/01/2001","4.525","4.525","4.525","4.525","-8.95%"
"06/01/2001","4.970","4.970","4.970","4.970","1.18%"
"05/01/2001","4.912","4.912","4.912","4.912","0.49%"
"04/01/2001","4.888","4.888","4.888","4.888","7.40%"
"03/01/2001","4.551","4.551","4.551","4.551","-2.44%"
"02/01/2001","4.665","4.665","4.665","4.665","-2.39%"
"01/01/2001","4.779","4.779","4.779","4.779","-4.11%"
