"Date","Price","Open","High","Low","Vol.","Change %"
"01-09-2015","1,068.46","1,095.65","1,128.16","1,042.14","","-2.91%"
"01-08-2015","1,100.51","1,174.31","1,178.93","1,042.77","","-6.22%"
"01-07-2015","1,173.55","1,158.62","1,188.48","1,141.49","","1.81%"
"01-06-2015","1,152.64","1,179.69","1,189.88","1,148.83","","-2.04%"
"01-05-2015","1,176.67","1,166.92","1,191.59","1,154.29","","1.09%"
"01-04-2015","1,164.03","1,155.98","1,187.88","1,146.12","","0.61%"
"01-03-2015","1,156.95","1,173.92","1,181.76","1,139.38","","-1.41%"
"01-02-2015","1,173.46","1,113.99","1,182.31","1,103.57","","5.54%"
"01-01-2015","1,111.85","1,146.97","1,151.66","1,105.91","","-2.84%"
"01-12-2014","1,144.37","1,146.74","1,163.01","1,095.40","","-0.39%"
"01-11-2014","1,148.90","1,122.48","1,153.47","1,112.41","","2.40%"
"01-10-2014","1,121.98","1,095.48","1,122.05","1,010.80","","2.33%"
"01-09-2014","1,096.43","1,118.88","1,124.75","1,092.39","","-1.90%"
"01-08-2014","1,117.71","1,074.09","1,118.31","1,061.73","","3.92%"
"01-07-2014","1,075.60","1,096.56","1,109.28","1,075.60","","-1.73%"
"01-06-2014","1,094.59","1,072.82","1,098.23","1,067.65","","2.11%"
"01-05-2014","1,071.96","1,050.93","1,072.25","1,037.05","","2.07%"
"01-04-2014","1,050.20","1,051.07","1,060.23","1,012.14","","0.36%"
"01-03-2014","1,046.42","1,038.51","1,054.51","1,027.28","","0.49%"
"01-02-2014","1,041.36","996.68","1,046.15","970.69","","4.50%"
"01-01-2014","996.48","1,028.67","1,033.03","989.10","","-3.29%"
"01-12-2013","1,030.36","1,005.67","1,030.97","985.79","","2.53%"
"01-11-2013","1,004.97","981.20","1,009.11","972.34","","2.58%"
"01-10-2013","979.68","939.83","989.96","918.84","","4.28%"
"01-09-2013","939.50","912.24","964.41","909.10","","3.32%"
"01-08-2013","909.28","939.82","951.03","906.49","","-2.97%"
"01-07-2013","937.16","893.71","944.16","890.35","","5.22%"
"01-06-2013","890.67","905.24","916.59","863.80","","-1.52%"
"01-05-2013","904.44","886.38","935.54","877.53","","1.98%"
"01-04-2013","886.89","872.00","886.89","851.90","","1.69%"
"01-03-2013","872.11","839.66","872.68","833.31","","3.70%"
"01-02-2013","840.97","833.65","850.22","824.14","","1.11%"
"01-01-2013","831.74","791.46","837.73","791.46","","5.30%"
"01-12-2012","789.90","785.22","801.10","773.72","","0.83%"
"01-11-2012","783.37","780.81","792.24","742.42","","0.52%"
"01-10-2012","779.35","795.00","810.51","773.96","","-1.81%"
"01-09-2012","793.74","774.35","813.55","769.60","","2.41%"
"01-08-2012","775.07","758.49","785.60","745.07","","2.17%"
"01-07-2012","758.60","751.07","765.69","730.16","","1.06%"
"01-06-2012","750.61","720.66","751.43","698.88","","3.66%"
"01-05-2012","724.12","773.32","783.26","713.33","","-6.38%"
"01-04-2012","773.50","778.27","786.68","750.03","","-0.70%"
"01-03-2012","778.92","757.55","785.05","741.48","","2.97%"
"01-02-2012","756.42","727.64","763.37","727.64","","4.14%"
"01-01-2012","726.33","693.36","737.76","693.36","","4.76%"
"01-12-2011","693.36","687.82","700.03","662.81","","0.67%"
"01-11-2011","688.77","687.99","705.81","639.81","","-0.53%"
"01-10-2011","692.41","621.91","716.86","590.93","","11.06%"
"01-09-2011","623.45","675.14","680.50","614.95","","-7.61%"
"01-08-2011","674.79","719.98","726.28","608.36","","-5.99%"
"01-07-2011","717.77","734.71","755.09","711.60","","-2.28%"
"01-06-2011","734.48","747.75","747.75","698.94","","-1.91%"
"01-05-2011","748.75","758.44","762.36","729.23","","-1.28%"
"01-04-2011","758.45","738.56","759.01","719.67","","2.90%"
"01-03-2011","737.07","736.99","739.69","693.76","","0.11%"
"01-02-2011","736.24","714.39","746.06","714.39","","3.26%"
"01-01-2011","712.97","698.83","722.00","698.78","","2.31%"
"01-12-2010","696.90","656.40","699.56","656.40","","6.52%"
"01-11-2010","654.24","654.96","678.02","648.39","","0.10%"
"01-10-2010","653.57","629.76","660.02","624.46","","3.78%"
"01-09-2010","629.78","577.62","638.29","577.62","","9.02%"
"01-08-2010","577.68","606.09","621.38","571.86","","-4.69%"
"01-07-2010","606.09","567.33","617.48","556.00","","6.82%"
"01-06-2010","567.37","601.77","624.02","566.13","","-5.72%"
"01-05-2010","601.79","655.06","665.13","573.48","","-8.13%"
"01-04-2010","655.06","643.77","673.64","643.77","","1.75%"
"01-03-2010","643.79","607.43","650.05","607.43","","5.98%"
"01-02-2010","607.45","589.41","612.06","573.07","","3.06%"
"01-01-2010","589.41","612.00","631.74","588.23","","-3.69%"
"01-12-2009","612.01","598.38","620.87","594.22","","2.27%"
"01-11-2009","598.41","566.50","609.50","562.49","","5.63%"
"01-10-2009","566.50","579.96","604.08","559.07","","-2.32%"
"01-09-2009","579.97","558.19","592.69","542.52","","3.90%"
"01-08-2009","558.21","539.88","568.73","535.41","","3.40%"
"01-07-2009","539.88","502.21","544.92","474.10","","7.49%"
"01-06-2009","502.27","501.93","522.51","484.51","","0.06%"
"01-05-2009","501.95","476.83","507.68","473.08","","5.27%"
"01-04-2009","476.84","433.59","485.69","425.58","","9.95%"
"01-03-2009","433.67","399.60","453.04","362.27","","8.52%"
"01-02-2009","399.61","447.32","474.73","398.77","","-10.67%"
"01-01-2009","447.32","487.68","510.35","435.80","","-8.29%"
"01-12-2008","487.77","481.40","495.18","437.47","","1.32%"
